Coffee_Machine,Entertainment,Fridge,Kettle,Lamp,Laptop,Power,Router
0,0,0,0,0,0,70.855,1
0,0,0,0,0,0,70.456,1
0,0,0,0,0,0,70.687,1
0,0,0,0,0,0,70.4,1
0,0,0,0,0,0,71.075,1
0,0,0,0,0,0,70.991,1
0,0,0,0,0,0,71.21,1
0,0,0,0,0,0,71.367,1
0,0,0,0,0,0,71.051,1
0,0,0,0,0,0,70.865,1
0,0,0,0,0,0,70.96300000000001,1
0,0,0,0,0,0,70.556,1
0,0,0,0,0,0,70.975,1
0,0,0,0,0,0,70.85300000000001,1
0,0,0,0,0,0,70.59899999999999,1
0,0,0,0,0,0,70.982,1
0,0,0,0,0,0,70.663,1
0,0,0,0,0,0,71.726,1
0,0,0,0,0,0,71.208,1
0,0,0,0,0,0,70.935,1
0,0,0,0,0,0,70.527,1
0,0,0,0,0,0,70.744,1
0,0,0,0,0,0,70.699,1
0,0,0,0,0,0,70.617,1
0,0,0,0,0,0,70.446,1
0,0,0,0,0,0,70.756,1
0,0,0,0,0,0,70.638,1
0,0,0,0,0,0,71.845,1
0,0,0,0,0,0,70.821,1
0,0,0,0,0,0,70.52199999999999,1
0,0,0,0,0,0,70.523,1
0,0,0,0,0,0,70.567,1
0,0,0,0,0,0,70.9,1
0,0,0,0,0,0,70.907,1
0,0,0,0,0,0,70.9,1
0,0,0,0,0,0,70.819,1
0,0,0,0,0,0,72.02199999999999,1
0,0,0,0,0,0,71.445,1
0,0,0,0,0,0,70.919,1
0,0,0,0,0,0,70.774,1
0,0,0,0,0,0,70.741,1
0,0,0,0,0,0,70.563,1
0,0,0,0,0,0,70.88,1
0,0,0,0,0,0,70.72800000000001,1
0,0,0,0,0,0,70.598,1
0,0,0,0,0,0,70.756,1
0,0,0,0,0,0,71.34899999999999,1
0,0,0,0,0,0,71.84,1
0,0,0,0,0,0,71.395,1
0,0,0,0,0,0,70.415,1
0,0,0,0,0,0,71.03699999999999,1
0,0,0,0,0,0,70.92399999999999,1
0,0,0,0,0,0,70.896,1
0,0,0,0,0,0,70.497,1
0,0,0,0,0,0,70.896,1
0,0,0,0,0,0,70.947,1
0,0,0,0,0,0,71.14,1
0,0,0,0,0,0,71.458,1
0,0,0,0,0,0,70.62899999999999,1
0,0,0,0,0,0,70.362,1
0,0,0,0,0,0,70.218,1
0,0,0,0,0,0,70.318,1
0,0,0,0,0,0,71.077,1
0,0,0,0,0,0,71.188,1
0,0,0,0,0,0,71.131,1
0,0,0,0,0,0,70.609,1
0,0,0,0,0,0,72.255,1
0,0,0,0,0,0,71.516,1
0,0,0,0,0,0,70.595,1
0,0,0,0,0,0,70.572,1
0,0,0,0,0,0,70.809,1
0,0,0,0,0,0,70.464,1
0,0,0,0,0,0,70.61,1
0,0,0,0,0,0,70.59899999999999,1
0,0,0,0,0,0,70.69800000000001,1
0,0,0,0,0,0,70.987,1
0,0,0,0,0,0,72.027,1
0,0,0,0,0,0,70.609,1
0,0,0,0,0,0,70.595,1
0,0,0,0,0,0,70.813,1
0,0,0,0,0,0,70.593,1
0,0,0,0,0,0,70.41,1
0,0,0,0,0,0,70.744,1
0,0,0,0,0,0,70.462,1
0,0,0,0,0,0,70.51100000000001,1
0,0,0,0,0,0,71.699,1
0,0,0,0,0,0,71.545,1
0,0,0,0,0,0,70.811,1
0,0,0,0,0,0,70.881,1
0,0,0,0,0,0,70.456,1
0,0,0,0,0,0,70.907,1
0,0,0,0,0,0,70.416,1
0,0,0,0,0,0,70.90899999999999,1
0,0,0,0,0,0,70.671,1
0,0,0,0,0,0,70.82,1
0,0,0,0,0,0,71.925,1
0,0,0,0,0,0,70.892,1
0,0,0,0,0,0,70.575,1
0,0,0,0,0,0,70.824,1
0,0,0,0,0,0,71.094,1
0,0,0,0,0,0,70.81,1
0,0,0,0,0,0,70.623,1
0,0,0,0,0,0,70.681,1
0,0,0,0,0,0,70.667,1
0,0,0,0,0,0,71.23,1
0,0,0,0,0,0,71.685,1
0,0,0,0,0,0,71.036,1
0,0,0,0,0,0,70.572,1
0,0,0,0,0,0,70.60300000000001,1
0,0,0,0,0,0,70.85600000000001,1
0,0,0,0,0,0,70.638,1
0,0,0,0,0,0,70.335,1
0,0,0,0,0,0,70.594,1
0,0,0,0,0,0,70.743,1
0,0,0,0,0,0,71.711,1
0,0,0,0,0,0,70.718,1
0,0,0,0,0,0,70.446,1
0,0,0,0,0,0,70.691,1
0,0,0,0,0,0,70.639,1
0,0,0,0,0,0,70.525,1
0,0,0,0,0,0,70.562,1
0,0,0,0,0,0,70.62,1
0,0,0,0,0,0,70.34100000000001,1
0,0,0,0,0,0,70.616,1
0,0,0,0,0,0,71.499,1
0,0,0,0,0,0,70.509,1
0,0,0,0,0,0,71.148,1
0,0,0,0,0,0,71.124,1
0,0,0,0,0,0,70.51,1
0,0,0,0,0,0,70.955,1
0,0,0,0,0,0,70.633,1
0,0,0,0,0,0,70.415,1
0,0,0,0,0,0,70.995,1
0,0,0,0,0,0,71.346,1
0,0,0,0,0,0,71.557,1
0,0,0,0,0,0,70.429,1
0,0,0,0,0,0,70.98899999999999,1
0,0,0,0,0,0,70.601,1
0,0,0,0,0,0,70.736,1
0,0,0,0,0,0,70.539,1
0,0,0,0,0,0,70.407,1
0,0,0,0,0,0,70.529,1
0,0,0,0,0,0,71.071,1
0,0,0,0,0,0,71.061,1
0,0,0,0,0,0,71.77199999999999,1
0,0,0,0,0,0,71.036,1
0,0,0,0,0,0,70.499,1
0,0,0,0,0,0,70.127,1
0,0,0,0,0,0,70.23899999999999,1
0,0,0,0,0,0,70.782,1
0,0,0,0,0,0,70.722,1
0,0,0,0,0,0,70.35,1
0,0,0,0,0,0,71.184,1
0,0,0,0,0,0,70.834,1
0,0,0,0,0,0,71.705,1
0,0,0,0,0,0,70.556,1
0,0,0,0,0,0,70.764,1
0,0,0,0,0,0,70.585,1
0,0,0,0,0,0,70.60600000000001,1
0,0,0,0,0,0,70.342,1
0,0,0,0,0,0,70.34100000000001,1
0,0,0,0,0,0,70.67,1
0,0,0,0,0,0,70.517,1
0,0,0,0,0,0,71.649,1
0,0,0,0,0,0,70.625,1
0,0,0,0,0,0,70.692,1
0,0,0,0,0,0,70.666,1
0,0,0,0,0,0,70.351,1
0,0,0,0,0,0,70.637,1
0,0,0,0,0,0,70.574,1
0,0,0,0,0,0,70.72,1
0,0,0,0,0,0,70.641,1
0,0,0,0,0,0,70.433,1
0,0,0,0,0,0,70.53399999999999,1
0,0,0,0,0,0,71.824,1
0,0,0,0,0,0,70.482,1
0,0,0,0,0,0,70.598,1
0,0,0,0,0,0,70.759,1
0,0,0,0,0,0,70.694,1
0,0,0,0,0,0,70.66199999999999,1
0,0,0,0,0,0,70.788,1
0,0,0,0,0,0,70.655,1
0,0,0,0,0,0,70.468,1
0,0,0,0,0,0,71.447,1
0,0,0,0,0,0,71.389,1
0,0,0,0,0,0,70.55,1
0,0,0,0,0,0,70.561,1
0,0,0,0,0,0,70.622,1
0,0,0,0,0,0,70.486,1
0,0,0,0,0,0,70.602,1
0,0,0,0,0,0,70.638,1
0,0,0,0,0,0,70.418,1
0,0,0,0,0,0,70.494,1
0,0,0,0,0,0,71.081,1
0,0,0,0,0,0,71.922,1
0,0,0,0,0,0,70.92699999999999,1
0,0,0,0,0,0,70.45100000000001,1
0,0,0,0,0,0,70.83800000000001,1
0,0,0,0,0,0,70.449,1
0,0,0,0,0,0,70.593,1
0,0,0,0,0,0,71.03,1
0,0,0,0,0,0,70.78699999999999,1
0,0,0,0,0,0,71.023,1
0,0,0,0,0,0,71.357,1
0,0,0,0,0,0,71.137,1
0,0,0,0,0,0,70.85300000000001,1
0,0,0,0,0,0,71.061,1
0,0,0,0,0,0,70.822,1
0,0,0,0,0,0,70.863,1
0,0,0,0,0,0,71.008,1
0,0,0,0,0,0,70.544,1
0,0,0,0,0,0,70.762,1
0,0,0,0,0,0,70.878,1
0,0,0,0,0,0,71.52,1
0,0,0,0,0,0,71.574,1
0,0,0,0,0,0,70.708,1
0,0,0,0,0,0,70.59100000000001,1
0,0,0,0,0,0,70.895,1
0,0,0,0,0,0,70.437,1
0,0,0,0,0,0,70.437,1
0,0,0,0,0,0,70.604,1
0,0,0,0,0,0,70.558,1
0,0,0,0,0,0,70.40100000000001,1
0,0,0,0,0,0,71.937,1
0,0,0,0,0,0,70.454,1
0,0,0,0,0,0,70.551,1
0,0,0,0,0,0,70.688,1
0,0,0,0,0,0,70.49,1
0,0,0,0,0,0,70.531,1
0,0,0,0,0,0,70.418,1
0,0,0,0,0,0,70.855,1
0,0,0,0,0,0,70.704,1
0,0,0,0,0,0,71.461,1
0,0,0,0,0,0,71.501,1
0,0,0,0,0,0,70.89,1
0,0,0,0,0,0,70.688,1
0,0,0,0,0,0,70.846,1
0,0,0,0,0,0,70.852,1
0,0,0,0,0,0,70.583,1
0,0,0,0,0,0,70.391,1
0,0,0,0,0,0,70.685,1
0,0,0,0,0,0,70.917,1
0,0,0,0,0,0,71.795,1
0,0,0,0,0,0,70.83,1
0,0,0,0,0,0,70.438,1
0,0,0,0,0,0,71.202,1
0,0,0,0,0,0,70.878,1
0,0,0,0,0,0,70.836,1
0,0,0,0,0,0,70.532,1
0,0,0,0,0,0,70.639,1
0,0,0,0,0,0,70.579,1
0,0,0,0,0,0,70.942,1
0,0,0,0,0,0,71.348,1
0,0,0,0,0,0,70.718,1
0,0,0,0,0,0,70.598,1
0,0,0,0,0,0,71.061,1
0,0,0,0,0,0,70.705,1
0,0,0,0,0,0,71.118,1
0,0,0,0,0,0,70.942,1
0,0,0,0,0,0,70.104,1
0,0,0,0,0,0,70.916,1
0,0,0,0,0,0,71.521,1
0,0,0,0,0,0,71.407,1
0,0,0,0,0,0,70.855,1
0,0,0,0,0,0,70.73100000000001,1
0,0,0,0,0,0,70.663,1
0,0,0,0,0,0,70.971,1
0,0,0,0,0,0,70.9,1
0,0,0,0,0,0,70.729,1
0,0,0,0,0,0,70.82600000000001,1
0,0,0,0,0,0,70.795,1
0,0,0,0,0,0,72.179,1
0,0,0,0,0,0,70.9,1
0,0,0,0,0,0,70.792,1
0,0,0,0,0,0,70.833,1
0,0,0,0,0,0,70.515,1
0,0,0,0,0,0,70.921,1
0,0,0,0,0,0,70.639,1
0,0,0,0,0,0,70.458,1
0,0,0,0,0,0,70.616,1
0,0,0,0,0,0,71.27600000000001,1
0,0,0,0,0,0,71.729,1
0,0,0,0,0,0,70.563,1
0,0,0,0,0,0,70.71,1
0,0,0,0,0,0,70.571,1
0,0,0,0,0,0,71.006,1
0,0,0,0,0,0,70.839,1
0,0,0,0,0,0,71.09899999999999,1
0,0,0,0,0,0,70.405,1
0,0,0,0,0,0,70.655,1
0,0,0,0,0,0,70.72,1
0,0,0,0,0,0,71.758,1
0,0,0,0,0,0,70.936,1
0,0,0,0,0,0,70.687,1
0,0,0,0,0,0,70.831,1
0,0,0,0,0,0,70.608,1
0,0,0,0,0,0,71.064,1
0,0,0,0,0,0,70.803,1
0,0,0,0,0,0,70.707,1
0,0,0,0,0,0,70.863,1
0,0,0,0,0,0,71.334,1
0,0,0,0,0,0,72.048,1
0,0,0,0,0,0,70.499,1
0,0,0,0,0,0,70.52600000000001,1
0,0,0,0,0,0,71.068,1
0,0,0,0,0,0,70.73,1
0,0,0,0,0,0,71.046,1
0,0,0,0,0,0,70.72,1
0,0,0,0,0,0,70.872,1
0,0,0,0,0,0,70.887,1
0,0,0,0,0,0,71.52,1
0,0,0,0,0,0,71.418,1
0,0,0,0,0,0,70.69,1
0,0,0,0,0,0,70.79899999999999,1
0,0,0,0,0,0,70.815,1
0,0,0,0,0,0,70.558,1
0,0,0,0,0,0,70.795,1
0,0,0,0,0,0,70.854,1
0,0,0,0,0,0,70.692,1
0,0,0,0,0,0,70.47399999999999,1
0,0,0,0,0,0,70.5,1
0,0,0,0,0,0,72.297,1
0,0,0,0,0,0,70.965,1
0,0,0,0,0,0,70.672,1
0,0,0,0,0,0,70.63,1
0,0,0,0,0,0,70.723,1
0,0,0,0,0,0,70.858,1
0,0,0,0,0,0,70.656,1
0,0,0,0,0,0,70.74600000000001,1
0,0,0,0,0,0,70.734,1
0,0,0,0,0,0,71.15100000000001,1
0,0,0,0,0,0,71.699,1
0,0,0,0,0,0,70.527,1
0,0,0,0,0,0,70.55199999999999,1
0,0,0,0,0,0,71.055,1
0,0,0,0,0,0,70.89,1
0,0,0,0,0,0,70.719,1
0,0,0,0,0,0,70.622,1
0,0,0,0,0,0,70.707,1
0,0,0,0,0,0,70.646,1
0,0,0,0,0,0,71.896,1
0,0,0,0,0,0,70.947,1
0,0,0,0,0,0,70.89699999999999,1
0,0,0,0,0,0,70.743,1
0,0,0,0,0,0,70.419,1
0,0,0,0,0,0,70.393,1
0,0,0,0,0,0,70.76899999999999,1
0,0,0,0,0,0,70.711,1
0,0,0,0,0,0,70.793,1
0,0,0,0,0,0,70.775,1
0,0,0,0,0,0,71.874,1
0,0,0,0,0,0,70.65,1
0,0,0,0,0,0,70.508,1
0,0,0,0,0,0,70.75,1
0,0,0,0,0,0,70.32300000000001,1
0,0,0,0,0,0,70.533,1
0,0,0,0,0,0,70.372,1
0,0,0,0,0,0,70.312,1
0,0,0,0,0,0,70.689,1
0,0,0,0,0,0,71.26899999999999,1
0,0,0,0,0,0,71.131,1
0,0,0,0,0,0,70.679,1
0,0,0,0,0,0,70.755,1
0,0,0,0,0,0,70.587,1
0,0,0,0,0,0,70.741,1
0,0,0,0,0,0,70.679,1
0,0,0,0,0,0,70.598,1
0,0,0,0,0,0,70.65100000000001,1
0,0,0,0,0,0,70.361,1
0,0,0,0,0,0,72.11399999999999,1
0,0,0,0,0,0,70.898,1
0,0,0,0,0,0,70.765,1
0,0,0,0,0,0,70.566,1
0,0,0,0,0,0,70.691,1
0,0,0,0,0,0,70.925,1
0,0,0,0,0,0,70.417,1
0,0,0,0,0,0,70.485,1
0,0,0,0,0,0,70.87899999999999,1
0,0,0,0,0,0,70.756,1
0,0,0,0,0,0,70.64399999999999,1
0,0,0,0,0,0,71.15100000000001,1
0,0,0,0,0,0,70.624,1
0,0,0,0,0,0,70.845,1
0,0,0,0,0,0,70.443,1
0,0,0,0,0,0,70.529,1
0,0,0,0,0,0,70.76,1
0,0,0,0,0,0,70.774,1
0,0,0,0,0,0,70.605,1
0,0,0,0,0,0,70.51,1
0,0,0,0,0,0,71.433,1
0,0,0,0,0,0,71.293,1
0,0,0,0,0,0,70.362,1
0,0,0,0,0,0,70.319,1
0,0,0,0,0,0,70.736,1
0,0,0,0,0,0,71.142,1
0,0,0,0,0,0,70.797,1
0,0,0,0,0,0,71.258,1
0,0,0,0,0,0,71.029,1
0,0,0,0,0,0,70.84100000000001,1
0,0,0,0,0,0,71.837,1
0,0,0,0,0,0,70.508,1
0,0,0,0,0,0,70.712,1
0,0,0,0,0,0,70.311,1
0,0,0,0,0,0,70.426,1
0,0,0,0,0,0,70.721,1
0,0,0,0,0,0,70.48,1
0,0,0,0,0,0,70.291,1
0,0,0,0,0,0,71.354,1
0,0,0,0,0,0,71.163,1
0,0,0,0,0,0,70.096,1
0,0,0,0,0,0,70.643,1
0,0,0,0,0,0,70.446,1
0,0,0,0,0,0,70.777,1
0,0,0,0,0,0,70.60300000000001,1
0,0,0,0,0,0,70.332,1
0,0,0,0,0,0,70.46300000000001,1
0,0,0,0,0,0,70.39699999999999,1
0,0,0,0,0,0,71.531,1
0,0,0,0,0,0,70.495,1
0,0,0,0,0,0,70.414,1
0,0,0,0,0,0,70.145,1
0,0,0,0,0,0,70.521,1
0,0,0,0,0,0,70.5,1
0,0,0,0,0,0,70.516,1
0,0,0,0,0,0,70.296,1
0,0,0,0,0,0,70.575,1
0,0,0,0,0,0,71.232,1
0,0,0,0,0,0,71.22800000000001,1
0,0,0,0,0,0,70.458,1
0,0,0,0,0,0,70.27199999999999,1
0,0,0,0,0,0,70.226,1
0,0,0,0,0,0,70.527,1
0,0,0,0,0,0,70.736,1
0,0,0,0,0,0,70.642,1
0,0,0,0,0,0,70.608,1
0,0,0,0,0,0,70.612,1
0,0,0,0,0,0,71.182,1
0,0,0,0,0,0,70.584,1
0,0,0,0,0,0,70.462,1
0,0,0,0,0,0,70.542,1
0,0,0,0,0,0,70.84,1
0,0,0,0,0,0,70.52,1
0,0,0,0,0,0,70.68,1
0,0,0,0,0,0,70.523,1
0,0,0,0,0,0,70.712,1
0,0,0,0,0,0,70.962,1
0,0,0,0,0,0,71.965,1
0,0,0,0,0,0,70.419,1
0,0,0,0,0,0,70.975,1
0,0,0,0,0,0,70.459,1
0,0,0,0,0,0,70.046,1
0,0,0,0,0,0,70.381,1
0,0,0,0,0,0,70.34100000000001,1
0,0,0,0,0,0,70.47399999999999,1
0,0,0,0,0,0,70.718,1
0,0,0,0,0,0,71.751,1
0,0,0,0,0,0,71.3,1
0,0,0,0,0,0,70.362,1
0,0,0,0,0,0,70.339,1
0,0,0,0,0,0,70.922,1
0,0,0,0,0,0,70.553,1
0,0,0,0,0,0,70.39399999999999,1
0,0,0,0,0,0,70.267,1
0,0,0,0,0,0,70.67699999999999,1
0,0,0,0,0,0,70.648,1
0,0,0,0,0,0,71.877,1
0,0,0,0,0,0,70.561,1
0,0,0,0,0,0,70.88,1
0,0,0,0,0,0,70.62,1
0,0,0,0,0,0,70.807,1
0,0,0,0,0,0,70.814,1
0,0,0,0,0,0,70.859,1
0,0,0,0,0,0,70.279,1
0,0,0,0,0,0,70.932,1
0,0,0,0,0,0,70.337,1
0,0,0,0,0,0,70.709,1
0,0,0,0,0,0,71.415,1
0,0,0,0,0,0,70.895,1
0,0,0,0,0,0,70.62899999999999,1
0,0,0,0,0,0,71.041,1
0,0,0,0,0,0,70.616,1
0,0,0,0,0,0,70.682,1
0,0,0,0,0,0,82.54899999999999,1
0,0,0,0,0,0,90.79299999999999,1
0,0,0,0,0,0,79.916,1
0,0,0,0,0,0,75.822,1
0,0,0,0,0,0,76.461,1
0,0,0,0,0,0,76.329,1
0,0,0,0,0,0,75.404,1
0,0,0,0,0,0,75.94,1
0,0,0,0,0,0,75.278,1
0,0,0,0,0,0,75.675,1
0,0,0,0,0,0,75.568,1
0,0,0,0,0,0,75.679,1
0,0,0,0,0,0,75.574,1
0,0,0,0,0,0,77.071,1
0,0,0,0,0,0,75.278,1
0,0,0,0,0,0,75.847,1
0,0,0,0,0,0,75.69,1
0,0,0,0,0,0,75.601,1
0,0,0,0,0,0,75.39699999999999,1
0,0,0,0,0,0,75.318,1
0,0,0,0,0,0,75.831,1
0,0,0,0,0,0,75.072,1
0,0,0,0,0,0,76.395,1
0,0,0,0,0,0,76.178,1
0,0,0,0,0,0,75.727,1
0,0,0,0,0,0,75.601,1
0,0,0,0,0,0,75.462,1
0,0,0,0,0,0,75.196,1
0,0,0,0,0,0,75.28699999999999,1
0,0,0,0,0,0,75.57300000000001,1
0,0,0,0,0,0,75.642,1
0,0,0,0,0,0,75.33,1
0,0,0,0,0,0,75.92,1
0,0,0,0,0,0,76.765,1
0,0,0,0,0,0,75.673,1
0,0,0,0,0,0,75.642,1
0,0,0,0,0,0,75.305,1
0,0,0,0,0,0,75.472,1
0,0,0,0,0,0,75.24,1
0,0,0,0,0,0,75.575,1
0,0,0,0,0,0,75.569,1
0,0,0,0,0,0,75.40100000000001,1
0,0,0,0,0,0,76.071,1
0,0,0,0,0,0,76.194,1
0,0,0,0,0,0,75.242,1
0,0,0,0,0,0,75.477,1
0,0,0,0,0,0,75.619,1
0,0,0,0,0,0,75.719,1
0,0,0,0,0,0,75.673,1
0,0,0,0,0,0,75.825,1
0,0,0,0,0,0,75.116,1
0,0,0,0,0,0,75.352,1
0,0,0,0,0,0,75.99600000000001,1
0,0,0,0,0,0,75.922,1
0,0,0,0,0,0,75.567,1
0,0,0,0,0,0,75.533,1
0,0,0,0,0,0,75.561,1
0,0,0,0,0,0,75.586,1
0,0,0,0,0,0,75.316,1
0,0,0,0,0,0,75.215,1
0,0,0,0,0,0,75.13600000000001,1
0,0,0,0,0,0,75.178,1
0,0,0,0,0,0,75.708,1
0,0,0,0,0,0,73.181,1
0,0,0,0,0,0,71.223,1
0,0,0,0,0,0,71.35,1
0,0,0,0,0,0,71.263,1
0,0,0,0,0,0,71.559,1
0,0,0,0,0,0,71.138,1
0,0,0,0,0,0,71.10600000000001,1
0,0,0,0,0,0,71.563,1
0,0,0,0,0,0,71.47399999999999,1
0,0,0,0,0,0,72.387,1
0,0,0,0,0,0,72.322,1
0,0,0,0,0,0,71.229,1
0,0,0,0,0,0,71.16,1
0,0,0,0,0,0,71.154,1
0,0,0,0,0,0,71.411,1
0,0,0,0,0,0,71.117,1
0,0,0,0,0,0,71.725,1
0,0,0,0,0,0,71.598,1
0,0,0,0,0,0,70.999,1
0,0,0,0,0,0,72.082,1
0,0,0,0,0,0,70.939,1
0,0,0,0,0,0,70.571,1
0,0,0,0,0,0,70.063,1
0,0,0,0,0,0,70.722,1
0,0,0,0,0,0,70.295,1
0,0,0,0,0,0,70.643,1
0,0,0,0,0,0,70.445,1
0,0,0,0,0,0,70.471,1
0,0,0,0,0,0,71.053,1
0,0,0,0,0,0,71.707,1
0,0,0,0,0,0,70.858,1
0,0,0,0,0,0,70.837,1
0,0,0,0,0,0,70.86399999999999,1
0,0,0,0,0,0,70.696,1
0,0,0,0,0,0,70.763,1
